"","ALDERMAN","LOBBYIST_NAME","cont_to_aldermen","CLIENT_NAME","total_comp","pathString"
"32","ARENA","MICHAEL EZGUR",500,"ARO ALTERNATIVES LLC",40000,"ARENA/MICHAEL EZGUR/ARO ALTERNATIVES LLC"
"33","ARENA","MICHAEL EZGUR",500,"ATOMIC ENTERTAINMENT LLC",55000,"ARENA/MICHAEL EZGUR/ATOMIC ENTERTAINMENT LLC"
"34","ARENA","MICHAEL EZGUR",500,"BAUM REVISION LLC",8000,"ARENA/MICHAEL EZGUR/BAUM REVISION LLC"
"35","ARENA","MICHAEL EZGUR",500,"CITY TECHNOLOGY CENTER LLC",13000,"ARENA/MICHAEL EZGUR/CITY TECHNOLOGY CENTER LLC"
"36","ARENA","MICHAEL EZGUR",500,"CONTEMPORARY CONCEPTS INC",19000,"ARENA/MICHAEL EZGUR/CONTEMPORARY CONCEPTS INC"
"37","ARENA","MICHAEL EZGUR",500,"DDG PARTNERS",8000,"ARENA/MICHAEL EZGUR/DDG PARTNERS"
"38","ARENA","MICHAEL EZGUR",500,"FULTON MARKET KITCHEN LLC",88000,"ARENA/MICHAEL EZGUR/FULTON MARKET KITCHEN LLC"
"39","ARENA","MICHAEL EZGUR",500,"GUARDIAN COMPANIES LLC",89000,"ARENA/MICHAEL EZGUR/GUARDIAN COMPANIES LLC"
"40","ARENA","MICHAEL EZGUR",500,"LG DEVELOPMENT GROUP LLC",117000,"ARENA/MICHAEL EZGUR/LG DEVELOPMENT GROUP LLC"
"41","ARENA","MICHAEL EZGUR",500,"MARC REALTY",25000,"ARENA/MICHAEL EZGUR/MARC REALTY"
"42","ARENA","MICHAEL EZGUR",500,"MO2 PROPERTIES",41000,"ARENA/MICHAEL EZGUR/MO2 PROPERTIES"
"43","ARENA","MICHAEL EZGUR",500,"NEVERMORE VENTURES LLC",20000,"ARENA/MICHAEL EZGUR/NEVERMORE VENTURES LLC"
"44","ARENA","MICHAEL EZGUR",500,"PVJS COMPANY",15000,"ARENA/MICHAEL EZGUR/PVJS COMPANY"
"45","ARENA","MICHAEL EZGUR",500,"SKY RIVER LLC",21000,"ARENA/MICHAEL EZGUR/SKY RIVER LLC"
"46","ARENA","MICHAEL EZGUR",500,"VILLA CAPITAL MANAGERS LLC",24500,"ARENA/MICHAEL EZGUR/VILLA CAPITAL MANAGERS LLC"
"47","ARENA","MICHAEL EZGUR",500,"WORP 601 WNA LLC",117000,"ARENA/MICHAEL EZGUR/WORP 601 WNA LLC"
"48","ARENA","PATRICK CAREY",500,"APPLE INC",252000,"ARENA/PATRICK CAREY/APPLE INC"
"49","ARENA","PATRICK CAREY",500,"ASIAN HUMAN SERVICES",14000,"ARENA/PATRICK CAREY/ASIAN HUMAN SERVICES"
"50","ARENA","PATRICK CAREY",500,"BNSF RAILWAY COMPANY",135000,"ARENA/PATRICK CAREY/BNSF RAILWAY COMPANY"
"51","ARENA","PATRICK CAREY",500,"CHINESE AMERICAN SERVICE LEAGUE",10000,"ARENA/PATRICK CAREY/CHINESE AMERICAN SERVICE LEAGUE"
"52","ARENA","PATRICK CAREY",500,"DELTA AIR LINES",294000,"ARENA/PATRICK CAREY/DELTA AIR LINES"
"53","ARENA","PATRICK CAREY",500,"DIAGEO NA",140000,"ARENA/PATRICK CAREY/DIAGEO NA"
"54","ARENA","PATRICK CAREY",500,"GRAFFITI RESOURCE COUNCIL",38000,"ARENA/PATRICK CAREY/GRAFFITI RESOURCE COUNCIL"
"55","ARENA","PATRICK CAREY",500,"HERTZ GLOBAL",315000,"ARENA/PATRICK CAREY/HERTZ GLOBAL"
"56","ARENA","PATRICK CAREY",500,"HORIZON PHARMA USA INC",303000,"ARENA/PATRICK CAREY/HORIZON PHARMA USA INC"
"57","ARENA","PATRICK CAREY",500,"HUDSON GROUP",420000,"ARENA/PATRICK CAREY/HUDSON GROUP"
"58","ARENA","PATRICK CAREY",500,"LIMEBIKE",30000,"ARENA/PATRICK CAREY/LIMEBIKE"
"59","ARENA","PATRICK CAREY",500,"LYFT",669000,"ARENA/PATRICK CAREY/LYFT"
"60","ARENA","PATRICK CAREY",500,"MIDWEST BUS & MOTORCOACH ASSOCIATION",90000,"ARENA/PATRICK CAREY/MIDWEST BUS & MOTORCOACH ASSOCIATION"
"61","ARENA","PATRICK CAREY",500,"NORTH HIGHLAND",168000,"ARENA/PATRICK CAREY/NORTH HIGHLAND"
"62","ARENA","PATRICK CAREY",500,"PNC BANK",210000,"ARENA/PATRICK CAREY/PNC BANK"
"63","ARENA","PATRICK CAREY",500,"SALESFORCE",15000,"ARENA/PATRICK CAREY/SALESFORCE"
"64","ARENA","PATRICK CAREY",500,"SENTINEL TECHNOLOGIES",124800,"ARENA/PATRICK CAREY/SENTINEL TECHNOLOGIES"
"65","ARENA","PATRICK CAREY",500,"SONDER",294000,"ARENA/PATRICK CAREY/SONDER"
"66","ARENA","PATRICK CAREY",500,"SSP AMERICA INC",420000,"ARENA/PATRICK CAREY/SSP AMERICA INC"
"67","ARENA","PATRICK CAREY",500,"THE GORDIAN GROUP INC",25000,"ARENA/PATRICK CAREY/THE GORDIAN GROUP INC"
"68","ARENA","PATRICK CAREY",500,"WISCONSIN ENERGY CORPORATION",273000,"ARENA/PATRICK CAREY/WISCONSIN ENERGY CORPORATION"
"69","ARENA","THOMAS MURPHY",250,"CITYBASE LLC",55000,"ARENA/THOMAS MURPHY/CITYBASE LLC"
"70","ARENA","THOMAS MURPHY",250,"FGP ATELIER",12000,"ARENA/THOMAS MURPHY/FGP ATELIER"
"71","ARENA","THOMAS MURPHY",250,"MILLERCOORS LLC",60000,"ARENA/THOMAS MURPHY/MILLERCOORS LLC"
"72","ARENA","THOMAS MURPHY",250,"NORFOLK SOUTHERN CORPORATION",108000,"ARENA/THOMAS MURPHY/NORFOLK SOUTHERN CORPORATION"
"73","ARENA","THOMAS MURPHY",250,"NORTHWESTERN MEMORIAL HOSPITAL",28000,"ARENA/THOMAS MURPHY/NORTHWESTERN MEMORIAL HOSPITAL"
"74","ARENA","THOMAS MURPHY",250,"RCN TELECOM SERVICES OF IL",31500,"ARENA/THOMAS MURPHY/RCN TELECOM SERVICES OF IL"
"75","ARENA","THOMAS MURPHY",250,"SP PLUS CORPORATION",270000,"ARENA/THOMAS MURPHY/SP PLUS CORPORATION"
"76","ARENA","THOMAS MURPHY",250,"WALGREENS",90000,"ARENA/THOMAS MURPHY/WALGREENS"
"77","AUSTIN","JOHN DOERRER",1000,"AMERICAN PETROLIUM INSTITUTE",63000,"AUSTIN/JOHN DOERRER/AMERICAN PETROLIUM INSTITUTE"
"78","AUSTIN","JOHN DOERRER",1000,"CHICAGO RETAIL MERCHANTS ASSOC.",42000,"AUSTIN/JOHN DOERRER/CHICAGO RETAIL MERCHANTS ASSOC."
"79","AUSTIN","JOHN DOERRER",1000,"DISTILLED SPIRITS COUNCIL OF UNITED STATES",42000,"AUSTIN/JOHN DOERRER/DISTILLED SPIRITS COUNCIL OF UNITED STATES"
"80","AUSTIN","JOHN DOERRER",1000,"GILBANE BUILDING CO.",10000,"AUSTIN/JOHN DOERRER/GILBANE BUILDING CO."
"81","AUSTIN","JOHN DOERRER",1000,"HEXAGON SI",84000,"AUSTIN/JOHN DOERRER/HEXAGON SI"
"82","AUSTIN","JOHN DOERRER",1000,"LIMEBIKE",18000,"AUSTIN/JOHN DOERRER/LIMEBIKE"
"83","AUSTIN","JOHN DOERRER",1000,"MCDONALD'S CORPORATION",7500,"AUSTIN/JOHN DOERRER/MCDONALD'S CORPORATION"
"84","AUSTIN","JOHN DOERRER",1000,"SHORELINE SIGHTSEEING",31500,"AUSTIN/JOHN DOERRER/SHORELINE SIGHTSEEING"
"85","AUSTIN","JOHN DOERRER",1000,"UNITED AIRLINES",20000,"AUSTIN/JOHN DOERRER/UNITED AIRLINES"
"86","AUSTIN","JOHN DOERRER",1000,"VIA TRANSPORTATION INC",84000,"AUSTIN/JOHN DOERRER/VIA TRANSPORTATION INC"
"87","AUSTIN","JOHN DUNN",1000,"APPLE INC",198000,"AUSTIN/JOHN DUNN/APPLE INC"
"88","AUSTIN","JOHN DUNN",1000,"ASIAN HUMAN SERVICES",10000,"AUSTIN/JOHN DUNN/ASIAN HUMAN SERVICES"
"89","AUSTIN","JOHN DUNN",1000,"CHINESE AMERICAN SERVICE LEAGUE",6000,"AUSTIN/JOHN DUNN/CHINESE AMERICAN SERVICE LEAGUE"
"90","AUSTIN","JOHN DUNN",1000,"DELTA AIR LINES",231000,"AUSTIN/JOHN DUNN/DELTA AIR LINES"
"91","AUSTIN","JOHN DUNN",1000,"DIAGEO NA",110000,"AUSTIN/JOHN DUNN/DIAGEO NA"
"92","AUSTIN","JOHN DUNN",1000,"GRAFFITI RESOURCE COUNCIL",15000,"AUSTIN/JOHN DUNN/GRAFFITI RESOURCE COUNCIL"
"93","AUSTIN","JOHN DUNN",1000,"HERTZ GLOBAL",247500,"AUSTIN/JOHN DUNN/HERTZ GLOBAL"
"94","AUSTIN","JOHN DUNN",1000,"HORIZON PHARMA USA INC",247500,"AUSTIN/JOHN DUNN/HORIZON PHARMA USA INC"
"95","AUSTIN","JOHN DUNN",1000,"HUDSON GROUP",290000,"AUSTIN/JOHN DUNN/HUDSON GROUP"
"96","AUSTIN","JOHN DUNN",1000,"LIMEBIKE",78000,"AUSTIN/JOHN DUNN/LIMEBIKE"
"97","AUSTIN","JOHN DUNN",1000,"LYFT",529500,"AUSTIN/JOHN DUNN/LYFT"
"98","AUSTIN","JOHN DUNN",1000,"MIDWEST BUS & MOTORCOACH ASSOCIATION",60000,"AUSTIN/JOHN DUNN/MIDWEST BUS & MOTORCOACH ASSOCIATION"
"99","AUSTIN","JOHN DUNN",1000,"NORTH HIGHLAND",90000,"AUSTIN/JOHN DUNN/NORTH HIGHLAND"
"100","AUSTIN","JOHN DUNN",1000,"PEOPLES GAS LIGHT AND COKE CO.",214500,"AUSTIN/JOHN DUNN/PEOPLES GAS LIGHT AND COKE CO."
"101","AUSTIN","JOHN DUNN",1000,"PNC BANK",165000,"AUSTIN/JOHN DUNN/PNC BANK"
"102","AUSTIN","JOHN DUNN",1000,"SENTINEL TECHNOLOGIES",88800,"AUSTIN/JOHN DUNN/SENTINEL TECHNOLOGIES"
"103","AUSTIN","JOHN DUNN",1000,"SONDER",231000,"AUSTIN/JOHN DUNN/SONDER"
"104","AUSTIN","JOHN DUNN",1000,"SSP AMERICA INC",330000,"AUSTIN/JOHN DUNN/SSP AMERICA INC"
"105","AUSTIN","JOHN DUNN",1000,"THE GORDIAN GROUP INC",115000,"AUSTIN/JOHN DUNN/THE GORDIAN GROUP INC"
"106","AUSTIN","LANGDON NEAL",750,"1318 NORTH  CLEAVER LLC",3400,"AUSTIN/LANGDON NEAL/1318 NORTH  CLEAVER LLC"
"107","AUSTIN","LANGDON NEAL",750,"1318 NORTH CLEAVER LLC",5475,"AUSTIN/LANGDON NEAL/1318 NORTH CLEAVER LLC"
"108","AUSTIN","LANGDON NEAL",750,"931 WEST 19 LLC",43850,"AUSTIN/LANGDON NEAL/931 WEST 19 LLC"
"109","AUSTIN","LANGDON NEAL",750,"A-1 CAR WASH DETAILING",6925,"AUSTIN/LANGDON NEAL/A-1 CAR WASH DETAILING"
"110","AUSTIN","LANGDON NEAL",750,"ALISA STARKS",9600,"AUSTIN/LANGDON NEAL/ALISA STARKS"
"111","AUSTIN","LANGDON NEAL",750,"ASCEND REAL ESTATE GROUP LLC",1100,"AUSTIN/LANGDON NEAL/ASCEND REAL ESTATE GROUP LLC"
"112","AUSTIN","LANGDON NEAL",750,"AVRA PROPERTIES",8400,"AUSTIN/LANGDON NEAL/AVRA PROPERTIES"
"113","AUSTIN","LANGDON NEAL",750,"BRONZEVILLE ASSOCIATES LIMITED PARTNERSHIP",10000,"AUSTIN/LANGDON NEAL/BRONZEVILLE ASSOCIATES LIMITED PARTNERSHIP"
"114","AUSTIN","LANGDON NEAL",750,"CENTURY PLATING COMPANY INC",6000,"AUSTIN/LANGDON NEAL/CENTURY PLATING COMPANY INC"
"115","AUSTIN","LANGDON NEAL",750,"CHICAGO BOARD OF EDUCATION",341500,"AUSTIN/LANGDON NEAL/CHICAGO BOARD OF EDUCATION"
"116","AUSTIN","LANGDON NEAL",750,"CHICAGO HOUSING AUTHORITY",21250,"AUSTIN/LANGDON NEAL/CHICAGO HOUSING AUTHORITY"
"117","AUSTIN","LANGDON NEAL",750,"CHICAGO SOUTHWEST DEVELOPMENT CORPORATION",23000,"AUSTIN/LANGDON NEAL/CHICAGO SOUTHWEST DEVELOPMENT CORPORATION"
"118","AUSTIN","LANGDON NEAL",750,"COUNTY OF COOK",10500,"AUSTIN/LANGDON NEAL/COUNTY OF COOK"
"119","AUSTIN","LANGDON NEAL",750,"CRYSTAL PROPERTIES LLC",375,"AUSTIN/LANGDON NEAL/CRYSTAL PROPERTIES LLC"
"120","AUSTIN","LANGDON NEAL",750,"FARPOINT DEVELOPMENT LLC",10500,"AUSTIN/LANGDON NEAL/FARPOINT DEVELOPMENT LLC"
"121","AUSTIN","LANGDON NEAL",750,"FRANKLIN PARTNERS",12000,"AUSTIN/LANGDON NEAL/FRANKLIN PARTNERS"
"122","AUSTIN","LANGDON NEAL",750,"GALACTICA PARTNERS LLC",14100,"AUSTIN/LANGDON NEAL/GALACTICA PARTNERS LLC"
"123","AUSTIN","LANGDON NEAL",750,"HOUSTON 7979 PARKING LLC",39900,"AUSTIN/LANGDON NEAL/HOUSTON 7979 PARKING LLC"
"124","AUSTIN","LANGDON NEAL",750,"M.E. OLSON CONSTRUCTION INC",11300,"AUSTIN/LANGDON NEAL/M.E. OLSON CONSTRUCTION INC"
"125","AUSTIN","LANGDON NEAL",750,"NATIONAL RAILROAD PASSENGER CORP. (AMTRAK)",25500,"AUSTIN/LANGDON NEAL/NATIONAL RAILROAD PASSENGER CORP. (AMTRAK)"
"126","AUSTIN","LANGDON NEAL",750,"NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK)",39500,"AUSTIN/LANGDON NEAL/NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK)"
"127","AUSTIN","LANGDON NEAL",750,"NEW CASTLE PROPERTIES",350,"AUSTIN/LANGDON NEAL/NEW CASTLE PROPERTIES"
"128","AUSTIN","LANGDON NEAL",750,"NORTHWESTERN MEMORIAL HOSPITAL",15250,"AUSTIN/LANGDON NEAL/NORTHWESTERN MEMORIAL HOSPITAL"
"129","AUSTIN","LANGDON NEAL",750,"OGDEN COMMONS JV LLC",45197.4,"AUSTIN/LANGDON NEAL/OGDEN COMMONS JV LLC"
"130","AUSTIN","LANGDON NEAL",750,"PEOPLE READY INC",2500,"AUSTIN/LANGDON NEAL/PEOPLE READY INC"
"131","AUSTIN","LANGDON NEAL",750,"PINALE ENTERPRISES LLC",46500,"AUSTIN/LANGDON NEAL/PINALE ENTERPRISES LLC"
"132","AUSTIN","LANGDON NEAL",750,"PUBLIC BUILDING COMMISSION OF CHICAGO",258700,"AUSTIN/LANGDON NEAL/PUBLIC BUILDING COMMISSION OF CHICAGO"
"133","AUSTIN","LANGDON NEAL",750,"RIVER BEND REAL ESTATE INVESTMENTS LLC",5100,"AUSTIN/LANGDON NEAL/RIVER BEND REAL ESTATE INVESTMENTS LLC"
"134","AUSTIN","LANGDON NEAL",750,"RUSH UNIVERSITY MEDICAL CENTER",99000,"AUSTIN/LANGDON NEAL/RUSH UNIVERSITY MEDICAL CENTER"
"135","AUSTIN","LANGDON NEAL",750,"TERRACO INC",250,"AUSTIN/LANGDON NEAL/TERRACO INC"
"136","AUSTIN","LANGDON NEAL",750,"TERRY PERDUE",500,"AUSTIN/LANGDON NEAL/TERRY PERDUE"
"137","AUSTIN","LANGDON NEAL",750,"THE BARACK OBAMA FOUNDATION",278000,"AUSTIN/LANGDON NEAL/THE BARACK OBAMA FOUNDATION"
"138","AUSTIN","LANGDON NEAL",750,"THE JOHN BUCK COMPANY",12750,"AUSTIN/LANGDON NEAL/THE JOHN BUCK COMPANY"
"139","AUSTIN","LANGDON NEAL",750,"TRIBUNE COMPANY",186500,"AUSTIN/LANGDON NEAL/TRIBUNE COMPANY"
"140","AUSTIN","LANGDON NEAL",750,"WEXFORD SCIENCE & TECHNOLOGY LLC",30000,"AUSTIN/LANGDON NEAL/WEXFORD SCIENCE & TECHNOLOGY LLC"
"141","AUSTIN","LANGDON NEAL",750,"XSC 633 SOUTH  LASALLE ACQUISITION LLC",650,"AUSTIN/LANGDON NEAL/XSC 633 SOUTH  LASALLE ACQUISITION LLC"
"142","AUSTIN","LANGDON NEAL",750,"XSC 633 SOUTH LASALLE ACQUISITION LLC",1300,"AUSTIN/LANGDON NEAL/XSC 633 SOUTH LASALLE ACQUISITION LLC"
"143","AUSTIN","LEWIS POWELL",150,"METROPOLITAN HOUSING DEVELOPMENT CORPORATION",4000,"AUSTIN/LEWIS POWELL/METROPOLITAN HOUSING DEVELOPMENT CORPORATION"
"144","AUSTIN","LUIS ANDRADE",500,"ILLINOIS HOSPITAL ASSOCIATION",10000,"AUSTIN/LUIS ANDRADE/ILLINOIS HOSPITAL ASSOCIATION"
"145","AUSTIN","LUIS ARROYO",500,"DREAM CITY TATTOOS LLC",1000,"AUSTIN/LUIS ARROYO/DREAM CITY TATTOOS LLC"
"146","AUSTIN","LUIS ARROYO",500,"V.S.S. INC",7500,"AUSTIN/LUIS ARROYO/V.S.S. INC"
"147","AUSTIN","MARY MINAGHAN DBA MKM SERVICES",1500,"A & R JANITORIAL SERVICE INC",2000,"AUSTIN/MARY MINAGHAN DBA MKM SERVICES/A & R JANITORIAL SERVICE INC"
"148","AUSTIN","MARY MINAGHAN DBA MKM SERVICES",1500,"ASSOCIATION OF SUBCONTRACTORS",42650,"AUSTIN/MARY MINAGHAN DBA MKM SERVICES/ASSOCIATION OF SUBCONTRACTORS"
"149","AUSTIN","MARY MINAGHAN DBA MKM SERVICES",1500,"BUILDING OWNERS AND MANAGERS ASSOCIATION OF CHICAGO",65900,"AUSTIN/MARY MINAGHAN DBA MKM SERVICES/BUILDING OWNERS AND MANAGERS ASSOCIATION OF CHICAGO"
"150","AUSTIN","MARY MINAGHAN DBA MKM SERVICES",1500,"CHICAGOLAND APARTMENT ASSOCIATION",56850,"AUSTIN/MARY MINAGHAN DBA MKM SERVICES/CHICAGOLAND APARTMENT ASSOCIATION"
"151","AUSTIN","MARY MINAGHAN DBA MKM SERVICES",1500,"HELLMUTH, OBATA & KASSABAUM",26250,"AUSTIN/MARY MINAGHAN DBA MKM SERVICES/HELLMUTH, OBATA & KASSABAUM"
"152","AUSTIN","MARY MINAGHAN DBA MKM SERVICES",1500,"ILLINOIS BANKERS ASSOCIATION",17150,"AUSTIN/MARY MINAGHAN DBA MKM SERVICES/ILLINOIS BANKERS ASSOCIATION"
"153","AUSTIN","MARY MINAGHAN DBA MKM SERVICES",1500,"ILLINOIS RESTAURANT ASSOCIATION",18850,"AUSTIN/MARY MINAGHAN DBA MKM SERVICES/ILLINOIS RESTAURANT ASSOCIATION"
"154","AUSTIN","MARY MINAGHAN DBA MKM SERVICES",1500,"OUTFRONT MEDIA",18075,"AUSTIN/MARY MINAGHAN DBA MKM SERVICES/OUTFRONT MEDIA"
"155","AUSTIN","MARY MINAGHAN DBA MKM SERVICES",1500,"UNITED AIRLINES",40000,"AUSTIN/MARY MINAGHAN DBA MKM SERVICES/UNITED AIRLINES"
"156","AUSTIN","MARY MINAGHAN DBA MKM SERVICES",1500,"WOMEN CONSTRUCTION OWNERS",27150,"AUSTIN/MARY MINAGHAN DBA MKM SERVICES/WOMEN CONSTRUCTION OWNERS"
"157","AUSTIN","MATTHEW DATTILO",250,"ARCHER AVENUE LLC",18000,"AUSTIN/MATTHEW DATTILO/ARCHER AVENUE LLC"
"158","AUSTIN","MATTHEW DATTILO",250,"FAN STREAM INC",15000,"AUSTIN/MATTHEW DATTILO/FAN STREAM INC"
"159","AUSTIN","MATTHEW DATTILO",250,"ROSATI'S FRANCHISING INC",90000,"AUSTIN/MATTHEW DATTILO/ROSATI'S FRANCHISING INC"
"160","AUSTIN","MATTHEW DATTILO",250,"SPOTHERO INC",88000,"AUSTIN/MATTHEW DATTILO/SPOTHERO INC"
"161","AUSTIN","MATTHEW DATTILO",250,"THINK-A-MOVE LTD",138000,"AUSTIN/MATTHEW DATTILO/THINK-A-MOVE LTD"
"162","AUSTIN","MICHAEL AXELROD",250,"ALLIED TELESIS",112500,"AUSTIN/MICHAEL AXELROD/ALLIED TELESIS"
"163","AUSTIN","MICHAEL AXELROD",250,"AXON ENTERPRISE INC",120000,"AUSTIN/MICHAEL AXELROD/AXON ENTERPRISE INC"
"164","AUSTIN","MICHAEL AXELROD",250,"EH WACHS",42000,"AUSTIN/MICHAEL AXELROD/EH WACHS"
"165","AUSTIN","MICHAEL AXELROD",250,"LAZ PARKING CHICAGO LLC",42000,"AUSTIN/MICHAEL AXELROD/LAZ PARKING CHICAGO LLC"
"166","AUSTIN","MICHAEL AXELROD",250,"ORANGE BARREL MEDIA",33000,"AUSTIN/MICHAEL AXELROD/ORANGE BARREL MEDIA"
"167","AUSTIN","MICHAEL AXELROD",250,"SDI PRESENCE LLC",17500,"AUSTIN/MICHAEL AXELROD/SDI PRESENCE LLC"
"168","AUSTIN","MICHAEL RUEMMLER",250,"AIRBNB",20000,"AUSTIN/MICHAEL RUEMMLER/AIRBNB"
"169","AUSTIN","MICHAEL RUEMMLER",250,"ILLINOIS NETWORK OF CHARTER SCHOOLS",96000,"AUSTIN/MICHAEL RUEMMLER/ILLINOIS NETWORK OF CHARTER SCHOOLS"
"170","AUSTIN","MICHAEL RUEMMLER",250,"ILLINOIS RETAIL SWEEPSTAKES AND PROMOTIONASOCIATION",25000,"AUSTIN/MICHAEL RUEMMLER/ILLINOIS RETAIL SWEEPSTAKES AND PROMOTIONASOCIATION"
"171","AUSTIN","MICHAEL RUEMMLER",250,"THE FRENCH PASTRY SCHOOL",15000,"AUSTIN/MICHAEL RUEMMLER/THE FRENCH PASTRY SCHOOL"
"172","AUSTIN","MICHAEL RUEMMLER",250,"TRAMMELL CROW CHICAGO DEVELOPMENT INC",60000,"AUSTIN/MICHAEL RUEMMLER/TRAMMELL CROW CHICAGO DEVELOPMENT INC"
"173","AUSTIN","MICHAEL RUEMMLER",250,"WYNNACO ENTERPRISES LLC",85000,"AUSTIN/MICHAEL RUEMMLER/WYNNACO ENTERPRISES LLC"
"174","AUSTIN","PATRICK CAREY",1000,"APPLE INC",252000,"AUSTIN/PATRICK CAREY/APPLE INC"
"175","AUSTIN","PATRICK CAREY",1000,"ASIAN HUMAN SERVICES",14000,"AUSTIN/PATRICK CAREY/ASIAN HUMAN SERVICES"
